# CodeShield sample log data — auto-generated
1708069200, 16, 10.0.0.7, API_CALL, res_16, SUCCESS
1708069972, 11, 10.0.0.2, LOGIN, res_16, SUCCESS
1708069974, 11, 10.0.0.2, LOGIN, res_5, SUCCESS
1708069977, 11, 10.0.0.2, TRANSACTION, res_17, SUCCESS
1708069980, 14, 10.0.0.5, API_CALL, res_3, SUCCESS
1708069982, 9, 10.0.0.10, TRANSACTION, res_10, SUCCESS
1708069983, 20, 10.0.0.1, LOGIN, res_13, SUCCESS
1708069986, 7, 10.0.0.8, LOGIN, res_6, SUCCESS
1708069988, 16, 10.0.0.7, FILE_ACCESS, res_9, SUCCESS
1708069991, 13, 10.0.0.4, LOGIN, res_6, SUCCESS
1708069993, 13, 10.0.0.4, FILE_ACCESS, res_9, SUCCESS
1708069994, 1, 10.0.0.2, API_CALL, res_10, SUCCESS
1708069997, 20, 10.0.0.1, LOGIN, res_19, SUCCESS
1708070000, 13, 10.0.0.4, LOGIN, res_17, SUCCESS
1708070002, 9, 10.0.0.10, TRANSACTION, res_16, SUCCESS
1708070004, 9, 10.0.0.10, FILE_ACCESS, res_9, SUCCESS
1708070005, 13, 10.0.0.4, LOGIN, res_5, SUCCESS
1708070007, 13, 10.0.0.4, FILE_ACCESS, res_13, SUCCESS
1708070008, 13, 10.0.0.4, TRANSACTION, res_7, FAILED
1708070011, 12, 10.0.0.3, FILE_ACCESS, res_12, SUCCESS
1708070012, 6, 10.0.0.7, LOGIN, res_18, SUCCESS
1708070015, 13, 10.0.0.4, LOGIN, res_8, SUCCESS
1708070017, 8, 10.0.0.9, TRANSACTION, res_16, SUCCESS
1708070020, 16, 10.0.0.7, FILE_ACCESS, res_12, SUCCESS
1708070022, 11, 10.0.0.2, API_CALL, res_12, SUCCESS
1708070024, 20, 10.0.0.1, API_CALL, res_7, SUCCESS
1708070025, 17, 10.0.0.8, TRANSACTION, res_1, SUCCESS
1708070027, 8, 10.0.0.9, LOGIN, res_20, SUCCESS
1708070029, 9, 10.0.0.10, FILE_ACCESS, res_4, SUCCESS
1708070032, 15, 10.0.0.6, API_CALL, res_17, SUCCESS
1708070033, 2, 10.0.0.3, FILE_ACCESS, res_15, SUCCESS
1708070036, 10, 10.0.0.1, LOGIN, res_9, SUCCESS
1708070037, 18, 10.0.0.9, FILE_ACCESS, res_3, SUCCESS
1708070039, 6, 10.0.0.7, TRANSACTION, res_12, SUCCESS
1708070040, 6, 10.0.0.7, TRANSACTION, res_9, SUCCESS
1708070041, 6, 10.0.0.7, FILE_ACCESS, res_9, FAILED
1708070044, 18, 10.0.0.9, FILE_ACCESS, res_20, SUCCESS
1708070047, 17, 10.0.0.8, LOGIN, res_20, SUCCESS
1708070049, 8, 10.0.0.9, TRANSACTION, res_17, FAILED
1708070050, 11, 10.0.0.2, TRANSACTION, res_18, SUCCESS
1708070052, 14, 10.0.0.5, TRANSACTION, res_3, SUCCESS
1708070053, 14, 10.0.0.5, LOGIN, res_7, SUCCESS
1708070054, 6, 10.0.0.7, TRANSACTION, res_11, SUCCESS
1708070055, 8, 10.0.0.9, TRANSACTION, res_12, SUCCESS
1708070058, 2, 10.0.0.3, API_CALL, res_18, SUCCESS
1708070061, 2, 10.0.0.3, API_CALL, res_8, FAILED
1708070062, 4, 10.0.0.5, API_CALL, res_12, SUCCESS
1708070064, 1, 10.0.0.2, TRANSACTION, res_9, SUCCESS
1708070065, 8, 10.0.0.9, TRANSACTION, res_7, SUCCESS
1708070066, 9, 10.0.0.10, FILE_ACCESS, res_15, SUCCESS
1708070068, 19, 10.0.0.10, API_CALL, res_8, SUCCESS
1708070069, 14, 10.0.0.5, LOGIN, res_8, SUCCESS
1708070072, 15, 10.0.0.6, FILE_ACCESS, res_14, SUCCESS
1708070073, 15, 10.0.0.6, TRANSACTION, res_11, SUCCESS
1708070074, 20, 10.0.0.1, API_CALL, res_2, SUCCESS
1708070077, 15, 10.0.0.6, LOGIN, res_5, SUCCESS
1708070079, 1, 10.0.0.2, TRANSACTION, res_8, SUCCESS
1708070080, 8, 10.0.0.9, LOGIN, res_6, SUCCESS
1708070083, 1, 10.0.0.2, API_CALL, res_16, SUCCESS
1708070086, 17, 10.0.0.8, LOGIN, res_11, SUCCESS
1708070087, 18, 10.0.0.9, TRANSACTION, res_19, SUCCESS
1708070090, 14, 10.0.0.5, FILE_ACCESS, res_18, SUCCESS
1708070092, 13, 10.0.0.4, API_CALL, res_11, SUCCESS
1708070093, 10, 10.0.0.1, TRANSACTION, res_19, SUCCESS
1708070096, 9, 10.0.0.10, FILE_ACCESS, res_3, SUCCESS
1708070099, 9, 10.0.0.10, API_CALL, res_1, SUCCESS
1708070100, 15, 10.0.0.6, TRANSACTION, res_12, FAILED
1708070101, 12, 10.0.0.3, LOGIN, res_20, SUCCESS
1708070102, 3, 10.0.0.4, TRANSACTION, res_17, SUCCESS
1708070105, 6, 10.0.0.7, FILE_ACCESS, res_7, SUCCESS
1708070108, 10, 10.0.0.1, FILE_ACCESS, res_20, SUCCESS
1708070109, 15, 10.0.0.6, LOGIN, res_18, SUCCESS
1708070110, 1, 10.0.0.2, API_CALL, res_2, SUCCESS
1708070113, 2, 10.0.0.3, TRANSACTION, res_10, SUCCESS
1708070114, 2, 10.0.0.3, FILE_ACCESS, res_1, SUCCESS
1708070117, 14, 10.0.0.5, TRANSACTION, res_19, SUCCESS
1708070120, 11, 10.0.0.2, API_CALL, res_11, SUCCESS
1708070121, 18, 10.0.0.9, LOGIN, res_2, SUCCESS
1708070122, 18, 10.0.0.9, FILE_ACCESS, res_6, SUCCESS
1708070125, 14, 10.0.0.5, LOGIN, res_15, SUCCESS
1708070128, 10, 10.0.0.1, API_CALL, res_16, SUCCESS
1708070131, 6, 10.0.0.7, FILE_ACCESS, res_9, SUCCESS
1708070132, 9, 10.0.0.10, API_CALL, res_16, SUCCESS
1708070135, 10, 10.0.0.1, LOGIN, res_8, SUCCESS
1708070136, 18, 10.0.0.9, TRANSACTION, res_2, SUCCESS
1708070137, 1, 10.0.0.2, LOGIN, res_13, SUCCESS
1708070138, 6, 10.0.0.7, LOGIN, res_1, FAILED
1708070141, 14, 10.0.0.5, FILE_ACCESS, res_6, SUCCESS
1708070144, 1, 10.0.0.2, API_CALL, res_4, SUCCESS
1708070147, 13, 10.0.0.4, FILE_ACCESS, res_12, SUCCESS
1708070148, 4, 10.0.0.5, FILE_ACCESS, res_16, SUCCESS
1708070151, 20, 10.0.0.1, API_CALL, res_20, SUCCESS
1708070152, 9, 10.0.0.10, TRANSACTION, res_4, SUCCESS
1708070153, 17, 10.0.0.8, TRANSACTION, res_15, SUCCESS
1708070154, 16, 10.0.0.7, API_CALL, res_9, SUCCESS
1708070157, 6, 10.0.0.7, FILE_ACCESS, res_15, SUCCESS
1708070159, 1, 10.0.0.2, LOGIN, res_6, SUCCESS
1708070162, 16, 10.0.0.7, FILE_ACCESS, res_15, SUCCESS
1708070164, 9, 10.0.0.10, FILE_ACCESS, res_7, SUCCESS
1708070166, 1, 10.0.0.2, API_CALL, res_6, SUCCESS
1708070168, 18, 10.0.0.9, API_CALL, res_2, SUCCESS
1708070170, 17, 10.0.0.8, API_CALL, res_16, SUCCESS
1708070173, 13, 10.0.0.4, FILE_ACCESS, res_8, SUCCESS
1708070174, 10, 10.0.0.1, API_CALL, res_10, SUCCESS
1708070176, 16, 10.0.0.7, API_CALL, res_18, SUCCESS
1708070179, 3, 10.0.0.4, TRANSACTION, res_12, SUCCESS
1708070182, 9, 10.0.0.10, TRANSACTION, res_1, SUCCESS
1708070185, 14, 10.0.0.5, FILE_ACCESS, res_15, SUCCESS
1708070187, 11, 10.0.0.2, LOGIN, res_14, SUCCESS
1708070189, 16, 10.0.0.7, LOGIN, res_20, SUCCESS
1708070191, 8, 10.0.0.9, API_CALL, res_14, SUCCESS
1708070192, 16, 10.0.0.7, FILE_ACCESS, res_3, SUCCESS
1708070194, 13, 10.0.0.4, LOGIN, res_11, SUCCESS
1708070197, 6, 10.0.0.7, FILE_ACCESS, res_4, SUCCESS
1708070200, 8, 10.0.0.9, LOGIN, res_11, SUCCESS
1708070203, 13, 10.0.0.4, LOGIN, res_14, SUCCESS
1708070205, 19, 10.0.0.10, FILE_ACCESS, res_6, SUCCESS
1708070207, 17, 10.0.0.8, FILE_ACCESS, res_4, SUCCESS
1708070208, 13, 10.0.0.4, FILE_ACCESS, res_12, SUCCESS
1708070211, 8, 10.0.0.9, TRANSACTION, res_19, SUCCESS
1708070213, 7, 10.0.0.8, FILE_ACCESS, res_14, SUCCESS
1708070216, 1, 10.0.0.2, TRANSACTION, res_8, SUCCESS
1708070218, 17, 10.0.0.8, TRANSACTION, res_5, SUCCESS
1708070220, 6, 10.0.0.7, API_CALL, res_5, SUCCESS
1708070222, 20, 10.0.0.1, FILE_ACCESS, res_3, SUCCESS
1708070224, 18, 10.0.0.9, LOGIN, res_8, SUCCESS
1708070227, 11, 10.0.0.2, LOGIN, res_1, SUCCESS
1708070230, 1, 10.0.0.2, API_CALL, res_13, SUCCESS
1708070231, 1, 10.0.0.2, API_CALL, res_12, SUCCESS
1708070232, 15, 10.0.0.6, LOGIN, res_5, SUCCESS
1708070233, 19, 10.0.0.10, FILE_ACCESS, res_9, SUCCESS
1708070236, 16, 10.0.0.7, API_CALL, res_7, SUCCESS
1708070237, 18, 10.0.0.9, LOGIN, res_18, SUCCESS
1708070239, 4, 10.0.0.5, FILE_ACCESS, res_3, SUCCESS
1708070240, 2, 10.0.0.3, LOGIN, res_20, SUCCESS
1708070242, 17, 10.0.0.8, API_CALL, res_6, SUCCESS
1708070244, 8, 10.0.0.9, LOGIN, res_15, SUCCESS
1708070246, 19, 10.0.0.10, FILE_ACCESS, res_4, SUCCESS
1708070247, 3, 10.0.0.4, LOGIN, res_10, SUCCESS
1708070249, 14, 10.0.0.5, API_CALL, res_16, SUCCESS
1708070251, 10, 10.0.0.1, LOGIN, res_7, SUCCESS
1708070253, 10, 10.0.0.1, TRANSACTION, res_9, SUCCESS
1708070254, 6, 10.0.0.7, API_CALL, res_1, SUCCESS
1708070255, 5, 10.0.0.6, FILE_ACCESS, res_18, SUCCESS
1708070257, 1, 10.0.0.2, LOGIN, res_18, SUCCESS
1708070258, 18, 10.0.0.9, FILE_ACCESS, res_19, SUCCESS
1708070261, 11, 10.0.0.2, TRANSACTION, res_14, SUCCESS
1708070262, 14, 10.0.0.5, LOGIN, res_16, FAILED
1708070264, 12, 10.0.0.3, API_CALL, res_1, SUCCESS
1708070267, 14, 10.0.0.5, TRANSACTION, res_4, SUCCESS
1708070269, 2, 10.0.0.3, LOGIN, res_19, SUCCESS
1708070272, 6, 10.0.0.7, API_CALL, res_16, SUCCESS
1708070275, 12, 10.0.0.3, API_CALL, res_4, SUCCESS
1708070278, 6, 10.0.0.7, TRANSACTION, res_7, SUCCESS
1708070281, 17, 10.0.0.8, FILE_ACCESS, res_20, SUCCESS
1708070283, 10, 10.0.0.1, FILE_ACCESS, res_8, SUCCESS
1708070285, 6, 10.0.0.7, FILE_ACCESS, res_16, SUCCESS
1708070286, 6, 10.0.0.7, TRANSACTION, res_20, SUCCESS
1708070287, 6, 10.0.0.7, API_CALL, res_20, SUCCESS
1708070289, 9, 10.0.0.10, TRANSACTION, res_14, SUCCESS
1708070290, 17, 10.0.0.8, TRANSACTION, res_17, SUCCESS
1708070291, 7, 10.0.0.8, TRANSACTION, res_16, SUCCESS
1708070293, 14, 10.0.0.5, API_CALL, res_2, SUCCESS
1708070294, 5, 10.0.0.6, FILE_ACCESS, res_3, SUCCESS
1708070295, 15, 10.0.0.6, TRANSACTION, res_19, SUCCESS
1708070297, 12, 10.0.0.3, LOGIN, res_19, SUCCESS
1708070299, 1, 10.0.0.2, FILE_ACCESS, res_13, SUCCESS
1708070301, 20, 10.0.0.1, TRANSACTION, res_14, SUCCESS
1708070302, 19, 10.0.0.10, API_CALL, res_9, SUCCESS
1708070304, 4, 10.0.0.5, FILE_ACCESS, res_19, SUCCESS
1708070307, 4, 10.0.0.5, FILE_ACCESS, res_12, SUCCESS
1708070310, 7, 10.0.0.8, FILE_ACCESS, res_6, SUCCESS
1708070312, 17, 10.0.0.8, API_CALL, res_10, SUCCESS
1708070314, 11, 10.0.0.2, FILE_ACCESS, res_6, FAILED
1708070317, 20, 10.0.0.1, TRANSACTION, res_5, SUCCESS
1708070319, 18, 10.0.0.9, LOGIN, res_18, SUCCESS
1708070322, 12, 10.0.0.3, LOGIN, res_7, SUCCESS
1708070323, 18, 10.0.0.9, LOGIN, res_19, SUCCESS
1708070324, 4, 10.0.0.5, LOGIN, res_12, SUCCESS
1708070327, 2, 10.0.0.3, FILE_ACCESS, res_5, SUCCESS
1708070330, 3, 10.0.0.4, LOGIN, res_8, SUCCESS
1708070333, 20, 10.0.0.1, API_CALL, res_6, SUCCESS
1708070335, 17, 10.0.0.8, FILE_ACCESS, res_7, SUCCESS
1708070337, 3, 10.0.0.4, API_CALL, res_13, SUCCESS
1708070340, 10, 10.0.0.1, LOGIN, res_11, SUCCESS
1708070341, 14, 10.0.0.5, LOGIN, res_12, SUCCESS
1708070342, 16, 10.0.0.7, TRANSACTION, res_20, SUCCESS
1708070345, 6, 10.0.0.7, API_CALL, res_16, SUCCESS
1708070346, 20, 10.0.0.1, TRANSACTION, res_10, SUCCESS
1708070347, 18, 10.0.0.9, FILE_ACCESS, res_19, SUCCESS
1708070350, 1, 10.0.0.2, LOGIN, res_5, SUCCESS
1708070351, 10, 10.0.0.1, TRANSACTION, res_12, SUCCESS
1708070352, 2, 10.0.0.3, LOGIN, res_4, SUCCESS
1708070353, 14, 10.0.0.5, FILE_ACCESS, res_11, SUCCESS
1708070356, 2, 10.0.0.3, FILE_ACCESS, res_11, SUCCESS
1708070358, 18, 10.0.0.9, FILE_ACCESS, res_2, SUCCESS
1708070360, 2, 10.0.0.3, API_CALL, res_7, SUCCESS
1708070362, 10, 10.0.0.1, FILE_ACCESS, res_5, SUCCESS
1708070363, 6, 10.0.0.7, FILE_ACCESS, res_18, SUCCESS
1708070364, 18, 10.0.0.9, FILE_ACCESS, res_6, SUCCESS
1708070365, 12, 10.0.0.3, FILE_ACCESS, res_16, SUCCESS
1708070367, 20, 10.0.0.1, API_CALL, res_9, SUCCESS
1708070370, 3, 10.0.0.4, FILE_ACCESS, res_12, SUCCESS
1708070373, 16, 10.0.0.7, API_CALL, res_18, SUCCESS
1708070376, 19, 10.0.0.10, API_CALL, res_6, SUCCESS
1708070379, 11, 10.0.0.2, API_CALL, res_14, SUCCESS
1708070380, 2, 10.0.0.3, FILE_ACCESS, res_12, SUCCESS
1708070383, 18, 10.0.0.9, TRANSACTION, res_13, SUCCESS
1708070386, 101, 192.168.1.20, LOGIN, -, FAILED
1708070388, 101, 192.168.1.20, LOGIN, -, FAILED
1708070390, 101, 192.168.1.20, LOGIN, -, FAILED
1708070392, 101, 192.168.1.20, LOGIN, -, FAILED
1708070394, 101, 192.168.1.20, LOGIN, -, FAILED
1708070396, 101, 192.168.1.20, LOGIN, -, FAILED
1708070398, 101, 192.168.1.20, LOGIN, -, FAILED
1708070400, 101, 192.168.1.20, LOGIN, -, FAILED
1708070402, 101, 192.168.1.20, LOGIN, -, FAILED
1708070404, 101, 192.168.1.20, LOGIN, -, FAILED
1708070406, 101, 192.168.1.20, LOGIN, -, FAILED
1708070408, 101, 192.168.1.20, LOGIN, -, FAILED
1708070410, 101, 192.168.1.20, LOGIN, -, FAILED
1708070412, 101, 192.168.1.20, LOGIN, -, FAILED
1708070414, 101, 192.168.1.20, LOGIN, -, FAILED
1708070416, 101, 192.168.1.20, LOGIN, -, FAILED
1708070418, 101, 192.168.1.20, LOGIN, -, FAILED
1708070420, 101, 192.168.1.20, LOGIN, -, FAILED
1708070422, 101, 192.168.1.20, LOGIN, -, FAILED
1708070424, 101, 192.168.1.20, LOGIN, -, FAILED
1708070426, 101, 192.168.1.20, LOGIN, -, FAILED
1708070428, 101, 192.168.1.20, LOGIN, -, FAILED
1708070430, 101, 192.168.1.20, LOGIN, -, FAILED
1708070432, 101, 192.168.1.20, LOGIN, -, FAILED
1708070434, 101, 192.168.1.20, LOGIN, -, FAILED
1708070436, 101, 192.168.1.20, LOGIN, -, FAILED
1708070438, 101, 192.168.1.20, LOGIN, -, FAILED
1708070440, 101, 192.168.1.20, LOGIN, -, FAILED
1708070442, 101, 192.168.1.20, LOGIN, -, FAILED
1708070444, 101, 192.168.1.20, LOGIN, -, FAILED
1708070446, 101, 192.168.1.20, LOGIN, -, FAILED
1708070448, 101, 192.168.1.20, LOGIN, -, FAILED
1708070450, 101, 192.168.1.20, LOGIN, -, FAILED
1708070452, 101, 192.168.1.20, LOGIN, -, FAILED
1708070454, 101, 192.168.1.20, LOGIN, -, FAILED
1708070456, 101, 192.168.1.20, LOGIN, -, FAILED
1708070458, 101, 192.168.1.20, LOGIN, -, FAILED
1708070460, 101, 192.168.1.20, LOGIN, -, FAILED
1708070462, 101, 192.168.1.20, LOGIN, -, FAILED
1708070464, 101, 192.168.1.20, LOGIN, -, FAILED
1708070466, 101, 192.168.1.20, LOGIN, -, FAILED
1708070468, 101, 192.168.1.20, LOGIN, -, FAILED
1708070470, 101, 192.168.1.20, LOGIN, -, FAILED
1708070472, 101, 192.168.1.20, LOGIN, -, FAILED
1708070474, 101, 192.168.1.20, LOGIN, -, FAILED
1708070476, 101, 192.168.1.20, LOGIN, -, FAILED
1708070478, 101, 192.168.1.20, LOGIN, -, FAILED
1708070480, 101, 192.168.1.20, LOGIN, -, FAILED
1708070482, 101, 192.168.1.20, LOGIN, -, FAILED
1708070484, 101, 192.168.1.20, LOGIN, -, FAILED
1708070486, 101, 192.168.1.20, LOGIN, -, FAILED
1708070488, 101, 192.168.1.20, LOGIN, -, FAILED
1708070490, 101, 192.168.1.20, LOGIN, -, FAILED
1708070492, 101, 192.168.1.20, LOGIN, -, FAILED
1708070494, 101, 192.168.1.20, LOGIN, -, FAILED
1708070496, 101, 192.168.1.20, LOGIN, -, FAILED
1708070498, 101, 192.168.1.20, LOGIN, -, FAILED
1708070500, 101, 192.168.1.20, LOGIN, -, FAILED
1708070502, 101, 192.168.1.20, LOGIN, -, FAILED
1708070504, 101, 192.168.1.20, LOGIN, -, FAILED
1708070506, 101, 192.168.1.20, LOGIN, -, FAILED
1708070508, 101, 192.168.1.20, LOGIN, -, FAILED
1708070510, 101, 192.168.1.20, LOGIN, -, FAILED
1708070512, 101, 192.168.1.20, LOGIN, -, FAILED
1708070514, 101, 192.168.1.20, LOGIN, -, FAILED
1708070516, 101, 192.168.1.20, LOGIN, -, FAILED
1708070518, 101, 192.168.1.20, LOGIN, -, FAILED
1708070520, 101, 192.168.1.20, LOGIN, -, FAILED
1708070522, 101, 192.168.1.20, LOGIN, -, FAILED
1708070524, 101, 192.168.1.20, LOGIN, -, FAILED
1708070526, 101, 192.168.1.20, LOGIN, -, FAILED
1708070528, 101, 192.168.1.20, LOGIN, -, FAILED
1708070530, 101, 192.168.1.20, LOGIN, -, FAILED
1708070532, 101, 192.168.1.20, LOGIN, -, FAILED
1708070534, 101, 192.168.1.20, LOGIN, -, FAILED
1708070536, 101, 192.168.1.20, LOGIN, -, FAILED
1708070538, 101, 192.168.1.20, LOGIN, -, FAILED
1708070540, 101, 192.168.1.20, LOGIN, -, FAILED
1708070542, 101, 192.168.1.20, LOGIN, -, FAILED
1708070544, 101, 192.168.1.20, LOGIN, -, FAILED
1708070546, 102, 172.16.0.55, FILE_ACCESS, secret_doc_1, SUCCESS
1708070548, 102, 172.16.0.55, FILE_ACCESS, secret_doc_2, SUCCESS
1708070550, 102, 172.16.0.55, FILE_ACCESS, secret_doc_3, SUCCESS
1708070552, 102, 172.16.0.55, FILE_ACCESS, secret_doc_4, SUCCESS
1708070554, 102, 172.16.0.55, FILE_ACCESS, secret_doc_5, SUCCESS
1708070556, 102, 172.16.0.55, FILE_ACCESS, secret_doc_6, SUCCESS
1708070558, 102, 172.16.0.55, FILE_ACCESS, secret_doc_7, SUCCESS
1708070560, 102, 172.16.0.55, FILE_ACCESS, secret_doc_8, SUCCESS
1708070562, 102, 172.16.0.55, FILE_ACCESS, secret_doc_9, SUCCESS
1708070564, 102, 172.16.0.55, FILE_ACCESS, secret_doc_10, SUCCESS
1708070566, 102, 172.16.0.55, FILE_ACCESS, secret_doc_11, SUCCESS
1708070568, 102, 172.16.0.55, FILE_ACCESS, secret_doc_12, SUCCESS
1708070570, 102, 172.16.0.55, FILE_ACCESS, secret_doc_13, SUCCESS
1708070572, 102, 172.16.0.55, FILE_ACCESS, secret_doc_14, SUCCESS
1708070574, 102, 172.16.0.55, FILE_ACCESS, secret_doc_15, SUCCESS
1708070576, 102, 172.16.0.55, FILE_ACCESS, secret_doc_16, SUCCESS
1708070578, 102, 172.16.0.55, FILE_ACCESS, secret_doc_17, SUCCESS
1708070580, 102, 172.16.0.55, FILE_ACCESS, secret_doc_18, SUCCESS
1708070582, 102, 172.16.0.55, FILE_ACCESS, secret_doc_19, SUCCESS
1708070584, 102, 172.16.0.55, FILE_ACCESS, secret_doc_20, SUCCESS
1708070586, 102, 172.16.0.55, FILE_ACCESS, secret_doc_21, SUCCESS
1708070588, 102, 172.16.0.55, FILE_ACCESS, secret_doc_22, SUCCESS
1708070590, 102, 172.16.0.55, FILE_ACCESS, secret_doc_23, SUCCESS
1708070592, 102, 172.16.0.55, FILE_ACCESS, secret_doc_24, SUCCESS
1708070594, 102, 172.16.0.55, FILE_ACCESS, secret_doc_25, SUCCESS
1708070596, 102, 172.16.0.55, FILE_ACCESS, secret_doc_26, SUCCESS
1708070598, 102, 172.16.0.55, FILE_ACCESS, secret_doc_27, SUCCESS
1708070600, 102, 172.16.0.55, FILE_ACCESS, secret_doc_28, SUCCESS
1708070602, 102, 172.16.0.55, FILE_ACCESS, secret_doc_29, SUCCESS
1708070604, 102, 172.16.0.55, FILE_ACCESS, secret_doc_30, SUCCESS
1708070606, 102, 172.16.0.55, FILE_ACCESS, secret_doc_31, SUCCESS
1708070608, 102, 172.16.0.55, FILE_ACCESS, secret_doc_32, SUCCESS
1708070610, 102, 172.16.0.55, FILE_ACCESS, secret_doc_33, SUCCESS
1708070612, 102, 172.16.0.55, FILE_ACCESS, secret_doc_34, SUCCESS
1708070614, 102, 172.16.0.55, FILE_ACCESS, secret_doc_35, SUCCESS
1708070616, 102, 172.16.0.55, FILE_ACCESS, secret_doc_36, SUCCESS
1708070618, 102, 172.16.0.55, FILE_ACCESS, secret_doc_37, SUCCESS
1708070620, 102, 172.16.0.55, FILE_ACCESS, secret_doc_38, SUCCESS
1708070622, 102, 172.16.0.55, FILE_ACCESS, secret_doc_39, SUCCESS
1708070624, 102, 172.16.0.55, FILE_ACCESS, secret_doc_40, SUCCESS
1708070626, 102, 172.16.0.55, FILE_ACCESS, secret_doc_41, SUCCESS
1708070628, 102, 172.16.0.55, FILE_ACCESS, secret_doc_42, SUCCESS
1708070630, 102, 172.16.0.55, FILE_ACCESS, secret_doc_43, SUCCESS
1708070632, 102, 172.16.0.55, FILE_ACCESS, secret_doc_44, SUCCESS
1708070634, 102, 172.16.0.55, FILE_ACCESS, secret_doc_45, SUCCESS
1708070636, 102, 172.16.0.55, FILE_ACCESS, secret_doc_46, SUCCESS
1708070638, 102, 172.16.0.55, FILE_ACCESS, secret_doc_47, SUCCESS
1708070640, 102, 172.16.0.55, FILE_ACCESS, secret_doc_48, SUCCESS
1708070642, 102, 172.16.0.55, FILE_ACCESS, secret_doc_49, SUCCESS
1708070644, 102, 172.16.0.55, FILE_ACCESS, secret_doc_50, SUCCESS
1708070646, 102, 172.16.0.55, FILE_ACCESS, secret_doc_51, SUCCESS
1708070648, 102, 172.16.0.55, FILE_ACCESS, secret_doc_52, SUCCESS
1708070650, 102, 172.16.0.55, FILE_ACCESS, secret_doc_53, SUCCESS
1708070652, 102, 172.16.0.55, FILE_ACCESS, secret_doc_54, SUCCESS
1708070654, 102, 172.16.0.55, FILE_ACCESS, secret_doc_55, SUCCESS
1708070656, 102, 172.16.0.55, FILE_ACCESS, secret_doc_56, SUCCESS
1708070658, 102, 172.16.0.55, FILE_ACCESS, secret_doc_57, SUCCESS
1708070660, 102, 172.16.0.55, FILE_ACCESS, secret_doc_58, SUCCESS
1708070662, 102, 172.16.0.55, FILE_ACCESS, secret_doc_59, SUCCESS
1708070664, 102, 172.16.0.55, FILE_ACCESS, secret_doc_60, SUCCESS
1708070666, 102, 172.16.0.55, FILE_ACCESS, secret_doc_61, SUCCESS
1708070668, 102, 172.16.0.55, FILE_ACCESS, secret_doc_62, SUCCESS
1708070670, 102, 172.16.0.55, FILE_ACCESS, secret_doc_63, SUCCESS
1708070672, 102, 172.16.0.55, FILE_ACCESS, secret_doc_64, SUCCESS
1708070674, 102, 172.16.0.55, FILE_ACCESS, secret_doc_65, SUCCESS
1708070676, 102, 172.16.0.55, FILE_ACCESS, secret_doc_66, SUCCESS
1708070678, 102, 172.16.0.55, FILE_ACCESS, secret_doc_67, SUCCESS
1708070680, 102, 172.16.0.55, FILE_ACCESS, secret_doc_68, SUCCESS
1708070682, 102, 172.16.0.55, FILE_ACCESS, secret_doc_69, SUCCESS
1708070684, 102, 172.16.0.55, FILE_ACCESS, secret_doc_70, SUCCESS
1708070686, 102, 172.16.0.55, FILE_ACCESS, secret_doc_71, SUCCESS
1708070688, 102, 172.16.0.55, FILE_ACCESS, secret_doc_72, SUCCESS
1708070690, 102, 172.16.0.55, FILE_ACCESS, secret_doc_73, SUCCESS
1708070692, 102, 172.16.0.55, FILE_ACCESS, secret_doc_74, SUCCESS
1708070694, 102, 172.16.0.55, FILE_ACCESS, secret_doc_75, SUCCESS
1708070696, 102, 172.16.0.55, FILE_ACCESS, secret_doc_76, SUCCESS
1708070698, 102, 172.16.0.55, FILE_ACCESS, secret_doc_77, SUCCESS
1708070700, 102, 172.16.0.55, FILE_ACCESS, secret_doc_78, SUCCESS
1708070702, 102, 172.16.0.55, FILE_ACCESS, secret_doc_79, SUCCESS
1708070704, 102, 172.16.0.55, FILE_ACCESS, secret_doc_80, SUCCESS
1708070706, 103, 45.33.1.1, LOGIN, -, FAILED
1708070709, 103, 45.33.1.2, LOGIN, -, FAILED
1708070712, 103, 45.33.1.3, LOGIN, -, FAILED
1708070715, 103, 45.33.1.4, LOGIN, -, FAILED
1708070718, 103, 45.33.1.5, LOGIN, -, FAILED
1708070721, 103, 45.33.1.6, LOGIN, -, FAILED
1708070724, 103, 45.33.1.7, LOGIN, -, FAILED
1708070727, 103, 45.33.1.8, LOGIN, -, FAILED
1708070730, 103, 45.33.1.9, LOGIN, -, FAILED
1708070733, 103, 45.33.1.10, LOGIN, -, FAILED
1708070736, 103, 45.33.2.11, LOGIN, -, FAILED
1708070739, 103, 45.33.2.12, LOGIN, -, FAILED
1708070742, 103, 45.33.2.13, LOGIN, -, FAILED
1708070745, 103, 45.33.2.14, LOGIN, -, FAILED
1708070748, 103, 45.33.2.15, LOGIN, -, FAILED
1708070751, 103, 45.33.2.16, LOGIN, -, FAILED
1708070754, 103, 45.33.2.17, LOGIN, -, FAILED
1708070757, 103, 45.33.2.18, LOGIN, -, FAILED
1708070760, 103, 45.33.2.19, LOGIN, -, FAILED
1708070763, 103, 45.33.2.20, LOGIN, -, FAILED
1708070766, 103, 45.33.3.21, LOGIN, -, FAILED
1708070769, 103, 45.33.3.22, LOGIN, -, FAILED
1708070772, 103, 45.33.3.23, LOGIN, -, FAILED
1708070775, 103, 45.33.3.24, LOGIN, -, FAILED
1708070778, 103, 45.33.3.25, LOGIN, -, FAILED
1708070781, 103, 45.33.3.26, LOGIN, -, FAILED
1708070784, 103, 45.33.3.27, LOGIN, -, FAILED
